electricity_usage_kwh,vehicle_type,vehicle_km,flights_short_haul,flights_long_haul,diet_type,waste_kg_weekly,household_size,grocery_spend_monthly,heating_source,internet_usage_hours,total_footprint_tco2e
226.5,electric,676.7,0,0,non-vegetarian,9.0,1,337.95,natural gas,0.5,9.02
244.3,petrol,661.3,4,0,non-vegetarian,21.5,3,305.65,natural gas,8.2,6.86
128.6,petrol,542.0,2,0,non-vegetarian,16.2,1,420.41,oil,6.8,11.67
221.4,hybrid,508.2,0,0,non-vegetarian,15.9,5,465.6,natural gas,6.1,4.73
321.2,none,0.0,1,0,pescatarian,14.7,4,354.59,natural gas,7.2,3.75
296.0,petrol,253.7,1,1,non-vegetarian,21.3,5,100.15,electricity,1.3,4.65
290.1,diesel,485.9,1,0,non-vegetarian,13.9,4,216.66,natural gas,10.1,5.39
254.0,petrol,1579.6,2,1,non-vegetarian,11.4,3,402.72,oil,5.6,10.16
250.6,petrol,1094.3,3,0,pescatarian,17.6,2,337.78,electricity,9.2,8.0
197.2,petrol,1170.4,1,0,vegetarian,14.6,3,203.49,natural gas,1.8,6.2
305.9,petrol,1270.9,1,0,vegetarian,24.8,4,455.38,natural gas,5.0,6.63
283.7,electric,1533.7,2,0,vegetarian,19.6,2,388.61,electricity,11.3,6.44
289.4,diesel,91.4,2,2,non-vegetarian,16.7,2,453.31,none,8.3,8.32
207.9,petrol,308.0,2,1,vegetarian,22.2,3,357.07,electricity,1.9,5.11
77.7,petrol,478.5,2,1,non-vegetarian,7.7,5,193.02,natural gas,7.7,5.65
337.8,hybrid,612.1,3,0,non-vegetarian,17.8,3,518.34,natural gas,4.1,7.02
211.7,petrol,679.8,1,1,non-vegetarian,15.5,4,402.4,natural gas,2.5,6.85
181.0,diesel,621.2,1,0,vegetarian,14.0,5,380.13,electricity,4.1,4.23
305.5,petrol,887.7,1,1,non-vegetarian,13.6,4,435.59,electricity,6.4,7.61
218.6,diesel,814.1,2,0,pescatarian,20.6,5,260.93,natural gas,6.3,5.54
334.8,petrol,510.9,2,0,pescatarian,5.7,1,385.84,oil,3.4,11.36
299.4,petrol,0.0,1,1,non-vegetarian,17.4,5,283.95,natural gas,5.5,4.63
304.7,petrol,402.9,1,0,non-vegetarian,7.8,1,189.49,electricity,2.9,7.91
140.7,petrol,580.3,2,0,vegan,13.8,4,98.48,natural gas,5.6,3.91
347.0,petrol,701.2,1,1,non-vegetarian,14.7,3,50.0,natural gas,7.2,6.53
270.9,diesel,348.1,1,0,vegetarian,23.1,4,357.65,electricity,1.1,4.29
220.5,petrol,603.7,2,0,non-vegetarian,12.3,3,189.02,electricity,2.3,5.49
261.5,petrol,347.6,2,0,non-vegetarian,15.3,1,224.77,oil,4.1,9.39
107.9,diesel,749.7,2,0,non-vegetarian,8.9,3,184.53,electricity,7.6,6.19
282.7,diesel,370.8,3,0,vegetarian,17.5,4,71.58,natural gas,2.5,3.78
167.7,none,0.0,5,0,non-vegetarian,8.3,4,460.07,natural gas,8.3,5.22
141.8,diesel,276.5,0,2,non-vegetarian,6.1,4,604.21,electricity,2.5,7.06
128.2,diesel,738.6,1,0,vegetarian,7.5,5,50.0,natural gas,3.1,3.98
339.0,diesel,453.4,1,0,non-vegetarian,13.6,4,358.1,none,4.7,5.59
199.7,none,0.0,1,0,non-vegetarian,13.8,5,122.39,natural gas,4.3,3.35
372.7,hybrid,962.3,3,0,non-vegetarian,20.7,2,421.35,electricity,3.6,8.0
207.1,petrol,772.1,3,0,non-vegetarian,22.6,1,511.86,natural gas,1.9,12.93
113.4,petrol,481.0,2,0,vegetarian,22.5,2,416.76,none,1.2,5.37
160.7,petrol,952.2,1,0,non-vegetarian,20.8,2,161.94,natural gas,8.4,7.08
348.9,diesel,1076.3,0,1,non-vegetarian,25.4,5,194.48,natural gas,6.0,7.24
237.5,electric,857.1,2,0,vegetarian,17.3,5,234.67,natural gas,11.0,3.54
206.1,diesel,1441.5,3,0,non-vegetarian,17.3,1,404.06,electricity,5.9,13.63
262.8,petrol,983.9,0,1,non-vegetarian,24.1,1,266.88,natural gas,7.2,11.0
290.1,electric,1165.4,0,0,non-vegetarian,9.4,1,403.7,natural gas,10.2,10.73
339.4,hybrid,853.4,2,2,non-vegetarian,19.7,4,301.87,natural gas,7.7,7.63
365.9,petrol,1070.3,2,0,non-vegetarian,14.8,4,290.04,natural gas,4.9,7.07
221.2,diesel,481.3,1,2,vegetarian,21.7,1,318.28,electricity,4.4,10.29
143.9,petrol,616.6,1,0,vegetarian,20.9,5,294.38,natural gas,7.0,4.22
216.9,hybrid,939.7,3,0,non-vegetarian,14.2,2,66.32,oil,7.5,5.76
270.8,hybrid,936.8,1,2,non-vegetarian,9.0,1,157.32,electricity,7.2,9.64
172.9,diesel,1003.0,3,1,non-vegetarian,21.7,1,547.43,electricity,5.5,14.77
173.4,diesel,1240.2,3,0,non-vegetarian,12.6,2,371.46,electricity,4.7,9.24
277.5,hybrid,230.0,2,1,non-vegetarian,15.6,3,570.34,electricity,7.4,6.85
246.1,diesel,410.2,2,2,non-vegetarian,9.4,1,167.06,electricity,5.6,9.43
252.6,petrol,891.8,2,0,vegetarian,13.2,1,299.34,natural gas,1.9,9.87
189.3,electric,510.3,0,1,non-vegetarian,20.1,4,270.4,natural gas,3.8,4.66
231.6,petrol,2151.1,2,2,non-vegetarian,16.9,2,143.29,electricity,2.8,11.02
176.1,petrol,1006.3,4,1,non-vegetarian,11.2,1,50.0,natural gas,7.1,9.11
321.2,hybrid,768.7,0,1,pescatarian,5.6,1,151.57,electricity,3.8,7.72
332.8,electric,593.8,1,1,non-vegetarian,18.4,3,457.15,electricity,12.6,6.85
102.3,petrol,607.9,2,0,non-vegetarian,12.9,2,228.33,natural gas,7.6,6.38
175.6,petrol,812.1,3,2,vegetarian,15.9,1,252.71,oil,10.8,11.31
130.3,petrol,844.8,1,1,non-vegetarian,14.3,3,298.6,electricity,10.9,7.48
198.0,petrol,617.3,0,0,non-vegetarian,12.9,1,324.42,electricity,5.0,9.79
243.3,petrol,690.7,2,0,non-vegetarian,18.1,5,254.81,natural gas,9.3,5.68
134.0,electric,1337.7,2,1,non-vegetarian,10.7,3,241.67,none,6.3,5.42
176.3,petrol,1353.8,2,0,vegetarian,15.7,5,359.66,oil,9.6,6.29
169.7,diesel,900.8,1,0,non-vegetarian,17.1,1,544.41,natural gas,1.8,13.57
266.6,petrol,263.5,1,0,vegetarian,21.7,3,207.65,oil,7.0,4.34
255.5,none,0.0,1,1,non-vegetarian,15.3,2,70.39,natural gas,7.1,5.02
192.3,petrol,1421.7,1,1,vegan,9.0,4,205.93,natural gas,10.2,6.95
264.1,petrol,1347.9,1,1,non-vegetarian,18.4,1,285.04,none,2.7,11.06
206.3,petrol,1093.8,1,0,vegetarian,10.6,3,50.0,oil,5.2,5.39
228.3,diesel,1369.0,1,0,vegan,11.6,5,314.91,electricity,6.7,6.42
383.9,diesel,821.4,1,0,non-vegetarian,12.5,3,385.93,electricity,7.3,7.54
357.2,petrol,1051.2,2,0,non-vegetarian,14.1,2,145.1,natural gas,11.7,7.88
146.0,petrol,527.7,0,0,non-vegetarian,21.5,3,255.68,natural gas,6.9,5.42
316.4,petrol,916.9,4,0,vegetarian,18.3,5,401.56,natural gas,7.4,5.78
314.9,diesel,1331.8,3,0,non-vegetarian,9.5,1,295.23,natural gas,8.8,12.72
158.1,diesel,564.2,2,1,non-vegetarian,22.6,5,323.52,electricity,6.6,6.22
315.5,petrol,455.4,0,2,non-vegetarian,20.3,5,284.37,natural gas,4.0,6.61
373.0,petrol,839.0,2,0,non-vegetarian,17.1,5,313.62,electricity,3.7,6.01
160.2,petrol,709.3,1,0,vegetarian,3.4,4,536.87,natural gas,8.4,5.53
176.6,petrol,1059.7,0,0,vegetarian,10.8,1,386.22,natural gas,5.5,10.76
331.4,diesel,618.7,2,1,non-vegetarian,15.0,4,50.0,natural gas,2.8,6.02
271.7,petrol,1487.4,0,0,non-vegetarian,23.3,3,324.84,electricity,3.0,8.15
294.1,petrol,284.1,1,0,non-vegetarian,21.6,1,564.67,electricity,6.2,12.39
277.2,petrol,1301.5,2,1,non-vegetarian,10.2,1,307.32,natural gas,7.7,12.97
281.3,none,0.0,1,2,non-vegetarian,6.6,3,50.0,electricity,8.5,5.13
143.9,hybrid,81.6,3,0,non-vegetarian,14.1,3,146.78,electricity,6.7,4.3
333.8,petrol,895.2,1,0,non-vegetarian,15.7,5,285.16,none,1.9,5.73
343.6,petrol,698.2,2,0,non-vegetarian,8.8,1,181.05,electricity,4.0,9.04
231.6,petrol,356.2,0,0,vegetarian,10.6,2,543.23,natural gas,0.5,6.61
246.5,diesel,127.4,1,0,pescatarian,25.6,5,140.46,natural gas,10.5,3.37
127.5,petrol,796.7,1,0,non-vegetarian,13.1,1,293.08,natural gas,0.5,9.59
291.1,diesel,1190.3,1,0,non-vegetarian,13.5,3,299.14,natural gas,7.0,7.89
295.8,diesel,1034.0,1,2,vegetarian,29.1,3,532.17,electricity,8.5,9.16
245.0,hybrid,822.7,1,0,vegetarian,13.3,2,286.73,none,8.2,5.34
339.9,petrol,991.5,2,0,non-vegetarian,9.9,1,470.66,natural gas,11.9,13.61
223.3,hybrid,789.1,1,2,non-vegetarian,11.5,4,261.95,none,3.5,6.47
295.2,electric,228.1,2,0,non-vegetarian,16.5,5,281.66,natural gas,4.6,4.31
168.4,petrol,231.6,4,0,non-vegetarian,12.6,1,244.15,natural gas,0.5,8.13
248.1,petrol,718.7,1,0,non-vegetarian,14.3,4,50.0,natural gas,6.4,5.05
236.1,petrol,735.7,2,1,non-vegetarian,14.8,3,451.02,natural gas,3.4,7.89
268.0,petrol,1140.4,2,1,pescatarian,30.7,3,407.96,natural gas,8.3,8.59
220.4,petrol,1102.9,0,1,non-vegetarian,18.6,4,297.39,natural gas,3.8,7.32
239.5,diesel,1042.1,1,0,vegetarian,10.2,4,229.88,electricity,7.0,5.68
316.1,petrol,687.9,0,2,non-vegetarian,14.1,2,115.38,electricity,11.1,7.82
215.1,none,0.0,1,1,non-vegetarian,19.0,1,218.45,oil,3.7,8.73
121.5,petrol,964.8,2,0,pescatarian,20.4,3,294.86,natural gas,10.0,6.34
390.0,none,0.0,2,1,vegetarian,7.0,5,347.39,electricity,0.6,3.78
360.5,petrol,0.0,0,0,vegetarian,7.9,3,370.1,oil,7.3,4.4
146.6,electric,466.3,2,0,non-vegetarian,17.3,1,163.2,electricity,7.3,6.6
305.2,petrol,523.6,0,2,vegetarian,11.8,4,169.52,natural gas,5.0,5.87
209.8,petrol,847.3,1,2,non-vegetarian,11.1,2,289.12,natural gas,8.2,9.0
271.1,hybrid,478.7,1,1,non-vegetarian,15.9,3,248.82,electricity,6.9,5.86
273.5,petrol,784.7,0,0,non-vegetarian,19.0,2,401.51,none,7.1,7.52
231.2,diesel,715.8,2,0,non-vegetarian,13.8,4,89.54,electricity,4.2,5.5
187.3,diesel,736.3,2,1,non-vegetarian,5.3,1,386.57,oil,4.9,12.72
194.8,diesel,513.4,1,1,non-vegetarian,12.4,3,309.07,natural gas,8.9,6.96
176.7,diesel,544.4,0,3,vegan,9.2,1,207.25,none,3.1,8.1
183.5,electric,367.9,2,1,vegetarian,17.8,5,348.23,natural gas,4.3,3.89
244.6,petrol,952.0,0,0,non-vegetarian,25.3,1,388.77,oil,1.7,12.23
192.7,diesel,1028.4,1,0,non-vegetarian,16.4,4,50.0,natural gas,5.8,6.28
304.6,hybrid,491.8,0,1,vegan,17.2,4,592.32,electricity,12.2,5.36
369.0,petrol,1408.3,0,0,non-vegetarian,19.1,5,293.52,natural gas,7.5,7.3
203.6,petrol,674.2,2,2,non-vegetarian,21.7,1,369.14,natural gas,2.3,12.48
269.2,electric,1412.1,1,0,non-vegetarian,12.1,4,365.08,natural gas,10.3,5.5
290.0,petrol,543.1,4,0,non-vegetarian,14.7,4,325.11,natural gas,2.9,5.89
287.8,petrol,0.0,1,0,non-vegetarian,19.7,4,221.72,none,8.7,3.62
256.1,petrol,960.9,2,0,non-vegetarian,10.3,4,313.83,natural gas,5.8,6.78
309.4,diesel,899.4,1,0,non-vegetarian,7.5,2,300.55,natural gas,7.4,7.97
288.6,petrol,813.8,1,0,non-vegetarian,12.7,3,342.61,natural gas,9.4,6.95
151.0,diesel,543.1,1,0,non-vegetarian,21.3,2,529.65,natural gas,1.5,8.1
319.5,electric,786.2,0,0,non-vegetarian,15.7,4,254.29,natural gas,5.0,4.5
321.0,petrol,595.5,1,0,vegetarian,12.7,1,162.31,natural gas,8.5,7.88
188.9,diesel,679.1,0,0,vegetarian,20.1,2,306.69,natural gas,5.4,6.27
253.0,none,0.0,1,1,non-vegetarian,17.8,5,189.65,none,4.2,3.92
304.7,diesel,873.7,0,1,non-vegetarian,11.1,3,133.25,natural gas,5.6,7.14
233.3,hybrid,1044.0,2,2,pescatarian,14.1,1,188.74,electricity,4.4,9.41
335.8,petrol,707.3,0,0,vegetarian,9.9,2,90.85,oil,4.8,5.36
439.1,electric,663.2,2,0,vegetarian,15.7,3,107.13,electricity,10.2,3.73
187.1,petrol,338.6,0,1,non-vegetarian,18.2,2,519.11,electricity,4.8,8.18
139.5,petrol,652.0,1,1,non-vegetarian,2.7,5,458.25,none,10.1,6.27
274.3,petrol,0.0,3,3,non-vegetarian,9.9,4,295.06,natural gas,9.2,6.75
307.7,petrol,563.9,2,0,non-vegetarian,23.4,5,137.54,natural gas,7.5,5.23
231.5,hybrid,767.3,2,2,non-vegetarian,13.3,4,50.0,natural gas,4.3,6.27
366.3,petrol,1025.5,2,1,non-vegetarian,23.3,3,257.65,electricity,6.8,8.12
142.9,diesel,692.5,2,0,non-vegetarian,8.6,2,397.4,electricity,6.3,7.76
305.4,electric,939.1,2,0,non-vegetarian,12.3,2,281.92,electricity,4.3,6.15
201.5,diesel,0.0,2,1,non-vegetarian,16.1,5,441.26,oil,6.3,5.28
387.6,petrol,777.3,1,1,non-vegetarian,13.4,1,235.63,electricity,4.6,10.88
409.4,diesel,128.2,3,2,non-vegetarian,21.3,3,256.76,natural gas,11.6,7.25
188.7,petrol,316.7,3,0,non-vegetarian,14.4,4,380.75,natural gas,2.7,5.21
206.0,petrol,725.1,2,1,non-vegetarian,18.6,3,99.3,natural gas,8.1,6.57
318.8,none,0.0,2,0,non-vegetarian,9.5,5,330.22,natural gas,6.1,3.96
219.0,petrol,948.5,1,0,non-vegetarian,16.3,2,323.0,natural gas,8.3,8.11
246.4,petrol,807.3,1,0,non-vegetarian,13.4,4,265.2,none,8.5,6.03
252.0,hybrid,792.2,1,0,non-vegetarian,10.0,4,500.8,electricity,9.4,5.63
96.4,petrol,514.5,3,0,non-vegetarian,17.3,4,403.35,natural gas,4.9,5.77
248.9,diesel,582.4,2,1,non-vegetarian,21.8,4,62.45,none,1.6,5.56
194.8,petrol,971.0,0,0,pescatarian,12.0,3,242.78,oil,13.9,6.28
210.6,petrol,245.9,2,1,vegan,17.1,3,195.46,none,5.1,3.95
365.5,petrol,1037.2,0,1,non-vegetarian,13.9,5,282.43,natural gas,1.5,6.76
149.5,petrol,644.6,0,0,non-vegetarian,15.5,2,151.81,natural gas,7.0,6.02
315.1,petrol,1130.2,1,0,non-vegetarian,19.2,2,141.57,natural gas,5.6,7.68
227.7,electric,1184.4,0,0,non-vegetarian,22.2,3,274.84,none,8.4,4.98
227.6,diesel,130.8,2,0,non-vegetarian,21.2,5,312.08,electricity,5.9,4.38
313.2,none,0.0,1,0,non-vegetarian,11.3,1,176.6,natural gas,9.9,7.74
277.2,petrol,457.8,5,1,non-vegetarian,8.3,4,159.29,none,5.3,5.81
295.6,diesel,74.9,1,1,non-vegetarian,4.9,2,62.46,natural gas,2.2,5.12
327.5,diesel,387.0,4,2,vegetarian,18.2,4,347.79,electricity,7.9,6.2
223.5,none,0.0,1,0,non-vegetarian,12.4,2,241.06,electricity,2.5,5.07
201.0,petrol,1043.8,3,0,non-vegetarian,20.3,1,210.49,electricity,6.4,9.76
163.2,diesel,1566.9,3,0,non-vegetarian,9.8,2,425.0,natural gas,9.3,10.97
184.0,hybrid,1131.6,2,2,non-vegetarian,17.2,1,50.0,natural gas,4.1,8.8
485.9,petrol,503.3,2,2,non-vegetarian,6.1,2,378.78,natural gas,7.9,9.85
349.6,hybrid,647.3,3,0,non-vegetarian,17.5,3,513.2,natural gas,6.9,6.87
141.9,petrol,1035.4,2,1,pescatarian,17.0,4,50.0,none,4.4,5.58
144.2,electric,975.0,3,2,non-vegetarian,9.5,5,50.0,none,10.3,5.46
288.5,none,0.0,0,1,vegetarian,16.0,5,82.19,electricity,7.9,2.85
293.8,diesel,196.0,2,1,non-vegetarian,25.3,2,119.22,natural gas,10.0,6.35
293.9,petrol,2115.1,3,0,non-vegetarian,18.4,5,450.05,natural gas,3.8,9.75
229.6,petrol,743.5,0,1,non-vegetarian,29.8,4,259.62,natural gas,6.4,6.23
240.0,none,0.0,1,1,non-vegetarian,15.8,3,604.68,electricity,9.3,6.58
276.2,diesel,845.3,3,0,pescatarian,17.9,3,243.9,natural gas,6.4,6.24
256.9,petrol,702.9,1,1,vegetarian,12.6,1,256.04,natural gas,11.3,9.69
72.5,diesel,849.1,2,1,non-vegetarian,16.2,5,498.93,natural gas,4.4,7.35
231.6,diesel,1314.8,4,0,non-vegetarian,10.1,4,50.0,natural gas,6.2,7.66
181.9,petrol,750.2,2,0,vegetarian,19.5,5,316.41,electricity,8.7,5.06
264.0,petrol,334.9,2,1,vegetarian,11.0,4,381.61,natural gas,7.4,5.33
488.8,petrol,735.3,0,0,non-vegetarian,23.3,1,467.29,oil,7.0,14.1
279.4,diesel,614.2,0,1,non-vegetarian,8.3,5,434.17,natural gas,7.2,6.6
224.9,diesel,1369.6,1,0,vegetarian,13.5,3,339.33,natural gas,0.5,7.51
323.7,diesel,1268.4,0,0,non-vegetarian,13.8,1,494.35,natural gas,5.5,14.81
288.6,hybrid,843.0,3,0,non-vegetarian,9.4,5,505.16,electricity,6.9,5.94
283.6,hybrid,288.5,3,0,non-vegetarian,16.2,3,397.46,natural gas,7.2,6.02
298.5,diesel,309.6,1,0,non-vegetarian,12.3,3,148.24,natural gas,3.4,4.81
414.5,petrol,806.0,1,0,non-vegetarian,22.0,4,322.77,none,6.9,6.09
159.5,diesel,934.5,2,0,non-vegetarian,10.9,3,423.18,electricity,7.4,7.75
287.9,petrol,650.2,3,0,vegetarian,17.1,2,258.32,natural gas,6.8,6.33
175.9,diesel,607.9,4,1,pescatarian,14.6,5,404.79,natural gas,6.1,6.62
294.4,diesel,562.9,1,0,vegetarian,13.9,5,289.78,electricity,3.4,4.38
176.5,petrol,790.6,1,3,non-vegetarian,15.5,4,214.77,natural gas,3.9,8.0
216.6,none,0.0,3,1,non-vegetarian,18.5,3,322.45,natural gas,7.0,6.1
226.4,petrol,359.5,2,1,non-vegetarian,5.6,4,94.68,none,0.5,4.97
328.1,diesel,549.2,0,0,non-vegetarian,15.2,2,337.91,electricity,9.4,7.24
323.5,petrol,1283.0,1,0,non-vegetarian,10.9,4,192.6,natural gas,4.8,7.0
150.3,none,0.0,1,0,non-vegetarian,11.3,5,386.7,natural gas,7.2,3.89
254.4,petrol,872.2,2,0,non-vegetarian,16.2,4,129.57,natural gas,9.6,6.08
193.2,petrol,890.6,0,0,vegan,20.5,5,587.31,oil,2.4,5.06
149.3,petrol,1319.2,1,0,non-vegetarian,22.8,1,146.53,natural gas,7.3,9.59
232.6,petrol,1305.0,0,2,non-vegetarian,12.1,2,428.51,oil,5.3,11.24
225.3,petrol,777.0,2,0,pescatarian,2.0,2,277.58,none,0.9,6.07
444.1,diesel,609.8,1,0,vegetarian,15.4,5,378.11,natural gas,10.6,5.16
284.6,petrol,534.5,1,0,pescatarian,5.9,1,409.87,none,3.2,9.52
139.8,petrol,703.6,1,0,non-vegetarian,17.2,3,270.03,natural gas,9.8,6.21
204.8,petrol,626.4,1,0,vegetarian,10.5,4,275.16,natural gas,2.6,4.28
331.7,hybrid,1021.5,2,1,non-vegetarian,16.7,3,271.75,natural gas,1.6,7.01
417.1,diesel,968.1,2,0,non-vegetarian,10.7,1,50.0,natural gas,2.4,9.13
123.1,electric,1036.7,5,0,non-vegetarian,9.2,2,425.11,electricity,2.8,7.27
99.6,diesel,1303.7,1,0,non-vegetarian,9.3,3,306.25,natural gas,3.2,8.06
399.7,petrol,1545.1,0,1,non-vegetarian,17.0,1,249.0,natural gas,8.4,12.95
281.2,petrol,849.9,2,0,non-vegetarian,8.4,2,280.3,natural gas,12.4,8.03
180.5,petrol,1239.8,2,1,non-vegetarian,17.7,3,233.6,natural gas,10.3,8.72
292.8,hybrid,659.3,1,0,non-vegetarian,23.9,2,50.0,electricity,6.1,4.91
50.0,none,0.0,2,0,non-vegetarian,23.4,5,234.31,electricity,5.3,3.68
250.3,diesel,1224.6,0,0,non-vegetarian,7.0,2,298.89,electricity,5.2,8.58
276.2,petrol,1203.4,2,0,vegetarian,8.3,2,178.27,natural gas,0.5,7.1
323.9,petrol,837.6,0,1,non-vegetarian,17.4,1,307.7,natural gas,6.6,11.7
168.9,petrol,532.7,3,0,pescatarian,9.7,1,427.23,electricity,7.6,10.3
256.9,diesel,242.2,0,1,vegetarian,18.1,4,210.69,natural gas,3.3,4.25
176.0,petrol,784.0,1,1,vegetarian,6.4,1,84.15,oil,1.7,7.65
270.4,none,0.0,1,1,vegetarian,14.6,5,307.48,electricity,5.9,3.6
178.4,petrol,676.1,3,1,non-vegetarian,19.7,5,363.98,electricity,8.7,6.77
217.4,none,0.0,1,0,non-vegetarian,7.2,2,557.51,electricity,3.1,6.49
170.3,electric,1137.6,3,0,non-vegetarian,14.4,1,227.18,natural gas,2.8,8.43
302.1,electric,686.5,3,1,pescatarian,14.3,4,305.12,electricity,4.1,4.73
318.7,diesel,1326.5,1,1,non-vegetarian,18.0,1,482.11,natural gas,7.4,15.52
231.2,diesel,0.0,2,0,vegetarian,11.7,4,171.08,electricity,3.8,2.93
253.1,diesel,310.9,0,0,non-vegetarian,7.9,2,383.44,natural gas,10.6,6.92
134.1,diesel,433.7,1,0,non-vegetarian,2.4,5,378.48,natural gas,4.6,4.8
226.0,diesel,472.1,0,1,vegan,21.6,1,392.71,oil,4.3,10.92
246.0,none,0.0,2,1,non-vegetarian,19.2,1,212.09,natural gas,6.2,8.72
459.7,electric,916.0,3,1,non-vegetarian,14.9,5,162.09,natural gas,9.0,5.35
161.0,electric,957.6,1,0,non-vegetarian,14.7,5,261.7,natural gas,7.8,4.37
367.1,hybrid,1038.4,1,0,non-vegetarian,17.1,3,298.1,natural gas,0.5,6.19
329.7,petrol,420.0,0,0,non-vegetarian,19.8,3,99.14,electricity,7.5,4.62
272.5,petrol,312.7,1,0,non-vegetarian,4.9,3,378.01,natural gas,9.0,5.7
390.7,diesel,958.5,2,3,non-vegetarian,6.1,5,425.96,oil,9.3,9.79
279.8,diesel,547.9,0,0,non-vegetarian,5.4,3,112.6,none,10.5,5.16
281.1,hybrid,171.8,4,0,non-vegetarian,13.3,1,434.84,natural gas,12.7,11.34
245.8,petrol,1188.5,0,1,non-vegetarian,15.9,5,124.96,natural gas,6.3,6.52
347.9,diesel,1358.0,1,1,non-vegetarian,20.1,1,190.68,natural gas,5.0,12.65
337.7,diesel,1422.9,2,0,non-vegetarian,2.0,5,304.06,natural gas,3.6,8.19
199.9,petrol,874.8,7,0,non-vegetarian,8.3,2,314.53,natural gas,2.4,8.62
144.5,diesel,1050.4,1,1,non-vegetarian,15.7,1,503.13,oil,4.6,14.7
233.8,hybrid,1347.9,1,1,non-vegetarian,16.3,5,395.08,electricity,4.4,6.51
186.0,petrol,543.4,0,0,vegetarian,14.0,4,341.47,oil,2.8,4.41
244.9,diesel,1244.3,1,0,non-vegetarian,9.4,5,199.34,none,6.7,6.73
349.0,diesel,910.2,2,1,non-vegetarian,11.5,2,225.11,electricity,5.9,8.88
213.4,petrol,1165.5,1,0,non-vegetarian,14.3,5,155.84,none,6.2,6.2
246.6,petrol,874.4,5,0,non-vegetarian,6.4,2,228.23,electricity,3.1,7.4
254.6,none,0.0,2,0,non-vegetarian,10.7,3,558.83,natural gas,7.3,6.07
317.9,petrol,889.4,2,0,non-vegetarian,8.1,1,283.21,natural gas,4.0,10.97
70.2,petrol,206.4,3,0,vegetarian,17.5,2,327.32,electricity,10.4,5.03
201.5,petrol,1380.8,5,0,vegetarian,10.4,4,233.95,electricity,0.5,6.54
266.9,diesel,421.0,0,0,vegetarian,8.5,1,159.56,oil,4.3,7.43
346.0,diesel,1301.2,2,0,vegan,12.4,5,322.12,electricity,7.5,6.6
210.6,diesel,763.9,2,0,non-vegetarian,18.8,5,322.4,natural gas,2.1,6.01
99.9,petrol,1270.4,1,0,non-vegetarian,14.9,2,474.09,natural gas,9.9,9.68
299.6,hybrid,1253.9,0,0,vegetarian,20.5,4,226.57,natural gas,9.1,4.93
199.2,petrol,972.1,2,0,non-vegetarian,19.7,2,234.05,natural gas,11.1,7.72
154.8,petrol,1003.4,1,1,non-vegetarian,11.3,4,183.74,natural gas,9.8,7.04
200.1,diesel,969.1,0,1,vegetarian,15.7,2,333.06,electricity,8.2,7.83
235.2,petrol,0.0,0,2,non-vegetarian,20.5,3,460.74,natural gas,6.4,6.96
201.6,hybrid,847.3,0,1,non-vegetarian,12.6,3,455.01,electricity,2.4,6.76
73.6,none,0.0,0,0,vegan,16.2,3,557.12,natural gas,10.0,4.19
321.8,petrol,868.5,2,0,vegetarian,10.5,2,109.92,natural gas,4.0,6.01
352.0,hybrid,342.8,0,0,non-vegetarian,13.9,1,349.81,electricity,5.3,9.92
302.1,electric,326.0,2,0,non-vegetarian,13.7,5,367.16,natural gas,4.8,4.55
159.0,none,0.0,0,0,non-vegetarian,18.1,1,78.58,none,4.4,4.14
233.9,petrol,1227.8,2,0,non-vegetarian,13.1,5,443.94,electricity,9.5,7.53
249.5,diesel,798.3,2,1,non-vegetarian,16.1,4,50.0,natural gas,8.7,6.82
297.9,petrol,873.9,3,0,non-vegetarian,16.9,3,263.68,electricity,7.5,6.7
303.5,hybrid,700.8,1,0,non-vegetarian,11.1,3,52.36,natural gas,6.0,4.93
191.3,petrol,1028.0,2,0,non-vegetarian,13.0,5,752.85,electricity,0.9,7.35
256.6,diesel,529.6,2,0,non-vegetarian,17.3,3,282.81,natural gas,5.8,6.2
286.6,petrol,1197.5,2,0,vegetarian,24.2,1,442.48,electricity,10.0,12.31
366.5,petrol,698.8,4,0,non-vegetarian,8.7,2,303.99,natural gas,4.5,8.03
306.4,diesel,632.1,2,0,non-vegetarian,17.6,3,193.88,electricity,4.3,6.0
313.1,hybrid,808.7,1,1,non-vegetarian,21.1,3,466.08,natural gas,8.6,7.55
256.7,diesel,563.5,2,0,non-vegetarian,15.5,4,294.99,electricity,5.9,5.93
362.8,hybrid,931.5,1,0,vegetarian,10.5,2,122.59,electricity,9.7,4.96
282.8,petrol,585.1,2,2,vegan,14.7,5,205.05,natural gas,3.4,5.17
181.1,diesel,987.4,0,0,non-vegetarian,10.2,2,149.47,oil,6.6,7.49
362.3,diesel,1286.4,0,0,non-vegetarian,12.5,2,286.61,natural gas,7.0,9.43
305.8,petrol,512.3,0,0,non-vegetarian,16.9,5,257.86,electricity,5.8,4.93
214.6,diesel,747.8,1,1,vegetarian,14.7,2,268.92,natural gas,10.0,7.31
211.6,diesel,984.5,3,0,non-vegetarian,16.0,4,371.46,natural gas,6.1,7.32
273.7,diesel,625.7,4,0,vegetarian,9.2,1,702.36,natural gas,8.1,14.55
287.1,electric,985.7,0,1,non-vegetarian,11.9,2,311.08,electricity,5.8,7.06
265.8,diesel,1022.2,3,1,vegetarian,18.1,1,177.77,electricity,5.9,9.74
